HOG	OG	Gene Tree Parent Clade	Scerevisiae	Ndairenensis	Smikatae	Skudriavzevii	Tblattae	Suvarum	Tphaffii	Tdelbrueckii	Zrouxii	Vpolyspora	Ecymbalariae	Cglabrata	Kafricana	Egossypii	Knaganishii	Klactis	Lthermotolerans	Lkluyveri	Ncastellii	Lwaltii
N0.HOG0002267	OG0001808	n0	YDR148C	NDAI0J00970	Smik_4.392	Skud_4.407	TBLA0H01250	Suva_2.310	TPHA0A01530	TDEL0F04540	ZYRO0F10494g	Kpol_344.5	Ecym_4259	CAGL0E01287g	KAFR0B05760	AGL200W	KNAG0A05140	KLLA0D16522g	KLTH0G12188g	SAKL0H15422g	NCAS0B03620	Kwal_56.23934
N0.HOG0002268	OG0001809	n0	YDR145W	NDAI0J01020	Smik_4.389	Skud_4.404	TBLA0A03940	Suva_2.306	TPHA0A01560	TDEL0F04490	ZYRO0F10384g	Kpol_543.63	Ecym_4254	CAGL0E01397g	KAFR0B05720	AGL195C	KNAG0I00890	KLLA0D16368g	KLTH0G12298g	SAKL0H15554g	NCAS0B03570	Kwal_56.23916
N0.HOG0002269	OG0001810	n0	YOL138C	NDAI0G03810	Smik_15.16	Skud_15.16	TBLA0H00230	Suva_15.22	TPHA0A00380	TDEL0A00410	ZYRO0C03190g	Kpol_1038.20	Ecym_2024	CAGL0E01485g	KAFR0I02860	ADL186C	KNAG0A01230	KLLA0E20967g	KLTH0F19338g	SAKL0C13332g	NCAS0C04430	Kwal_55.22076
N0.HOG0002270	OG0001811	n0	YOL137W	NDAI0G03820	Smik_15.17	Skud_15.17	TBLA0H00250	Suva_15.23	TPHA0P01500	TDEL0A00430	ZYRO0C03146g	Kpol_1014.20	Ecym_2025	CAGL0E01507g	KAFR0I02850	ADL185W	KNAG0A01240	KLLA0E07063g	KLTH0F19316g	SAKL0C13288g	NCAS0C04440	Kwal_55.22072
N0.HOG0002271	OG0001812	n0	YOL135C	NDAI0G03850	Smik_15.19	Skud_15.19	TBLA0B08720	Suva_15.25	TPHA0P01480	TDEL0A00460	ZYRO0C03080g	Kpol_1014.18	Ecym_2028	CAGL0E01551g	KAFR0I02830	ADL182C	KNAG0A01270	KLLA0E07129g	KLTH0F19250g	SAKL0C13200g	NCAS0C04470	Kwal_55.22058
N0.HOG0002272	OG0001813	n0	YOL133W	NDAI0G03860	Smik_15.20	Skud_15.20	TBLA0B08710	Suva_15.26	TPHA0P01470	TDEL0A00470	ZYRO0C03058g	Kpol_1014.16	Ecym_2029	CAGL0E01567g	KAFR0C01780	ADL181W	KNAG0A01280	KLLA0E07151g	KLTH0F19228g	SAKL0C13178g	NCAS0C04480	Kwal_55.22054
N0.HOG0002273	OG0001814	n0	YNL313C	NDAI0G03870	Smik_14.18	Skud_14.26	TBLA0B08680	Suva_14.26	TPHA0P01440	TDEL0A00510	ZYRO0C02970g	Kpol_1014.13	Ecym_2033	CAGL0E01573g	KAFR0C01770	ADL177C	KNAG0A01290	KLLA0E07239g	KLTH0F19140g	SAKL0C13068g	NCAS0C04490	Kwal_55.22039
N0.HOG0002274	OG0001815	n0	YOL132W	NDAI0G03890	Smik_15.21	Skud_15.21	TBLA0A07740	Suva_15.27	TPHA0A00410	TDEL0A00530	ZYRO0C02926g	Kpol_1020.33	Ecym_2035	CAGL0E01595g	KAFR0C01750	ADL175W	KNAG0A01310	KLLA0E07349g	KLTH0F19096g	SAKL0C13024g	NCAS0C04510	Kwal_55.22033
N0.HOG0002275	OG0001816	n0	YOL129W	NDAI0G03910	Smik_15.24	Skud_15.24	TBLA0B08660	Suva_15.31	TPHA0A00440	TDEL0A00590	ZYRO0C02794g	Kpol_1020.30	Ecym_2041	CAGL0E01639g	KAFR0C01730	ADL169W	KNAG0A01320	KLLA0E07415g	KLTH0F18964g	SAKL0C12892g	NCAS0C04530	Kwal_55.22007
N0.HOG0002276	OG0001817	n0	YOL125W	NDAI0G03950	Smik_15.28	Skud_15.28	TBLA0B08620	Suva_15.35	TPHA0P01340	TDEL0E00570	ZYRO0C02640g	Kpol_1076.3	Ecym_2047	CAGL0E01903g	KAFR0C01700	ADL163W	KNAG0A01350	KLLA0E07547g	KLTH0F18832g	SAKL0C12738g	NCAS0C04580	Kwal_55.21973
N0.HOG0002277	OG0001818	n0	YOL124C	NDAI0G03960	Smik_15.29	Skud_15.29	TBLA0B08600	Suva_15.36	TPHA0P01320	TDEL0E00590	ZYRO0C02596g	Kpol_1076.1	Ecym_2049	CAGL0E01925g	KAFR0C01690	ADL161C	KNAG0A01360	KLLA0C12903g	KLTH0F18788g	SAKL0C12694g	NCAS0C04590	Kwal_55.21967
N0.HOG0002278	OG0001819	n0	YOL117W	NDAI0G04010	Smik_15.35	Skud_15.35	TBLA0B08560	Suva_15.42	TPHA0A00500	TDEL0E00650	ZYRO0C02420g	Kpol_1020.24	Ecym_2056	CAGL0E02057g	KAFR0C01640	ADL153W	KNAG0A01420	KLLA0A07293g	KLTH0A01210g	SAKL0C12496g	NCAS0C04650	Kwal_23.5312
N0.HOG0002279	OG0001820	n0	YOL114C	NDAI0G04040	Smik_15.38	Skud_15.38	TBLA0A07850	Suva_15.45	TPHA0A00540	TDEL0E00680	ZYRO0C02310g	Kpol_1020.20	Ecym_3524	CAGL0E02123g	KAFR0C01600	AEL206C	KNAG0A01450	KLLA0A07381g	KLTH0A01298g	SAKL0C12408g	NCAS0C04680	Kwal_23.5297
N0.HOG0002280	OG0001821	n0	YOL111C	NDAI0G04060	Smik_15.41	Skud_15.41	TBLA0B08480	Suva_15.49	TPHA0P01230	TDEL0E00740	ZYRO0C02178g	Kpol_1066.41	Ecym_3530	CAGL0E02167g	KAFR0C01580	AEL200C	KNAG0A01470	KLLA0A07513g	KLTH0A01430g	SAKL0C12276g	NCAS0C04710	Kwal_23.5266
N0.HOG0002281	OG0001822	n0	YOL013C	NDAI0C02770	Smik_15.157	Skud_15.148	TBLA0B00560	Suva_15.159	TPHA0F02480	TDEL0G04250	ZYRO0C07194g	Kpol_1035.50	Ecym_3048	CAGL0E02299g	KAFR0A05240	ACL019C	KNAG0E02740	KLLA0C05874g	KLTH0C10604g	SAKL0E01958g	NCAS0D02010	Kwal_56.22522
N0.HOG0002282	OG0001823	n0	YOL012C	NDAI0C02760	Smik_15.158	Skud_15.149	TBLA0E03170	Suva_15.160	TPHA0F02470	TDEL0G04260	ZYRO0C07216g	Kpol_1035.49	Ecym_3046	CAGL0E02315g	KAFR0A05230	ACL017C	KNAG0I01670	KLLA0C05918g	KLTH0C10648g	SAKL0E01914g	NCAS0D02020	Kwal_56.22517
N0.HOG0002283	OG0001824	n0	YOL010W	NDAI0C02740	Smik_15.160	Skud_15.151	TBLA0E03090	Suva_15.164	TPHA0J00480	TDEL0G04300	ZYRO0C07304g	Kpol_1037.14	Ecym_3043	CAGL0E02343g	KAFR0A05210	ACL015W	KNAG0I01690	KLLA0C05984g	KLTH0C10736g	SAKL0E01760g	NCAS0D02040	Kwal_56.22502
N0.HOG0002284	OG0001825	n0	YOL009C	NDAI0C02720	Smik_15.161	Skud_15.152	TBLA0B00510	Suva_15.165	TPHA0F02440	TDEL0G04320	ZYRO0C07348g	Kpol_1023.25	Ecym_3041	CAGL0E02365g	KAFR0A05190	ACL013C	KNAG0I01710	KLLA0C06028g	KLTH0C10780g	SAKL0E01716g	NCAS0D02060	Kwal_56.22497
N0.HOG0002285	OG0001826	n0	YOL008W	NDAI0C02710	Smik_15.162	Skud_15.153	TBLA0E03110	Suva_15.166	TPHA0J00460	TDEL0G04330	ZYRO0C07370g	Kpol_1037.16	Ecym_3040	CAGL0E02387g	KAFR0A05180	ACL012W	KNAG0I01720	KLLA0C06050g	KLTH0C10802g	SAKL0E01694g	NCAS0D02070	Kwal_56.22496
N0.HOG0002286	OG0001827	n0	YOL003C	NDAI0C02650	Smik_15.167	Skud_15.159	TBLA0B00480	Suva_15.172	TPHA0J00390	TDEL0G04410	ZYRO0C07546g	Kpol_1037.23	Ecym_3032	CAGL0E02497g	KAFR0A05130	ACL003C	KNAG0F02930	KLLA0C06204g	KLTH0C10978g	SAKL0E01518g	NCAS0D02140	Kwal_56.22459
N0.HOG0002287	OG0001828	n0	YOR001W	NDAI0D00850	Smik_15.170	Skud_15.162	TBLA0A07170	Suva_15.176	TPHA0J00370	TDEL0G04440	ZYRO0C07678g	Kpol_1037.29	Ecym_3030	CAGL0E02585g	KAFR0G02660	ACL001C	KNAG0M01230	KLLA0D01309g	KLTH0C11066g	SAKL0E01452g	NCAS0H00860	Kwal_56.22447
N0.HOG0002288	OG0001829	n0	YML001W	NDAI0D00840	Smik_13.158	Skud_13.153	TBLA0A07180	Suva_13.161	TPHA0J00360	TDEL0G04450	ZYRO0C07700g	Kpol_1037.28	Ecym_3028	CAGL0E02607g	KAFR0G02670	ACR003C	KNAG0M01220	KLLA0D01265g	KLTH0C11132g	SAKL0E01386g	NCAS0H00850	Kwal_56.22440
N0.HOG0002289	OG0001830	n0	YOR002W	NDAI0C02630	Smik_15.171	Skud_15.163	TBLA0G00970	Suva_15.177	TPHA0J00350	TDEL0G04470	ZYRO0C07744g	Kpol_1037.27	Ecym_3027	CAGL0E02629g	KAFR0A05070	ACR004W	KNAG0F02890	KLLA0D01221g	KLTH0C11176g	SAKL0E01364g	NCAS0D02160	Kwal_56.22437
N0.HOG0002290	OG0001831	n0	YOR004W	NDAI0I02250	Smik_15.173	Skud_15.165	TBLA0A07290	Suva_15.179	TPHA0J00280	TDEL0G04540	ZYRO0C07920g	Kpol_1045.74	Ecym_3019	CAGL0E02673g	KAFR0A05060	ACR011C	KNAG0F02880	KLLA0D01023g	KLTH0C11352g	SAKL0E01056g	NCAS0D02660	Kwal_56.22399
N0.HOG0002291	OG0001832	n0	YOR006C	NDAI0D00790	Smik_15.175	Skud_15.167	TBLA0A07250	Suva_15.181	TPHA0J00320	TDEL0G04500	ZYRO0C07832g	Kpol_1037.24	Ecym_3023	CAGL0E02717g	KAFR0L00390	ACR007W	KNAG0M01150	KLLA0D01111g	KLTH0C11264g	SAKL0E01144g	NCAS0H00810	Kwal_56.22421
N0.HOG0002292	OG0001833	n0	YBL006C	NDAI0A03340	Smik_2.114	Skud_2.105	TBLA0C04070	Suva_2.120	TPHA0F00680	TDEL0F02350	ZYRO0G10186g	Kpol_1061.44	Ecym_7234	CAGL0E02761g	KAFR0I01030	AGL088C	KNAG0C02920	KLLA0A05049g	KLTH0E07810g	SAKL0H21978g	NCAS0A03500	Kwal_47.17495
N0.HOG0002293	OG0001834	n0	YBL007C	NDAI0A03330	Smik_2.113	Skud_2.104	TBLA0C04100	Suva_2.118	TPHA0K01600	TDEL0F02380	ZYRO0G10098g	Kpol_1025.40	Ecym_7231	CAGL0E02783g	KAFR0I01040	AGR170C	KNAG0C02910	KLLA0A04983g	KLTH0E07744g	SAKL0H21912g	NCAS0A03490	Kwal_47.17481
N0.HOG0002294	OG0001835	n0	YBL008W	NDAI0A03310	Smik_2.112	Skud_2.103	TBLA0C04110	Suva_2.117	TPHA0F00550	TDEL0F02410	ZYRO0G10054g	Kpol_1032.61	Ecym_7229	CAGL0E02805g	KAFR0I01050	AGR168W	KNAG0C02890	KLLA0A04928g	KLTH0E07700g	SAKL0H21846g	NCAS0A03470	Kwal_47.17465
N0.HOG0002295	OG0001836	n0	YBL011W	NDAI0A03280	Smik_2.109	Skud_2.100	TBLA0C04170	Suva_2.114	TPHA0K01680	TDEL0F02510	ZYRO0G09834g	Kpol_1025.48	Ecym_1433	CAGL0E02849g	KAFR0I01020	AFR489W	KNAG0C02930	KLLA0B10538g	KLTH0E07458g	SAKL0H21560g	NCAS0B06810	Kwal_47.17414
N0.HOG0002296	OG0001837	n0	YGL029W	NDAI0H00560	Smik_7.258	Skud_7.258	TBLA0C04190	Suva_7.249	TPHA0F00620	TDEL0F02600	ZYRO0G09614g	Kpol_1051.3	Ecym_1425	CAGL0E02937g	KAFR0I00970	AFR481W	KNAG0C02980	KLLA0E10781g	KLTH0E07216g	SAKL0H21252g	NCAS0C05540	Kwal_47.17377
N0.HOG0002297	OG0001838	n0	YGR150C	NDAI0H00550	Smik_6.254	Skud_7.473	TBLA0C04200	Suva_7.441	TPHA0F00640	TDEL0F02610	ZYRO0G09592g	Kpol_1051.2	Ecym_1424	CAGL0E02959g	KAFR0I00960	AFR480C	KNAG0C02990	KLLA0E10803g	KLTH0E07194g	SAKL0H21230g	NCAS0C05550	Kwal_47.17371
N0.HOG0002298	OG0001839	n0	YGR147C	NDAI0H00520	Smik_6.251	Skud_7.470	TBLA0A08920	Suva_7.438	TPHA0K01760	TDEL0F02660	ZYRO0G09504g	Kpol_1026.7	Ecym_1419	CAGL0E03003g	KAFR0I00930	AFR475C	KNAG0C03020	KLLA0E10913g	KLTH0H09284g	SAKL0H21120g	NCAS0C05580	Kwal_14.2296
N0.HOG0002299	OG0001840	n0	YGR146C	NDAI0D03760	Smik_6.249	Skud_7.468		Suva_7.436	TPHA0F00530	TDEL0F02700	ZYRO0G09416g		Ecym_1414	CAGL0E03025g	KAFR0I00920, KAFR0F03610	AFR470C	KNAG0C03030, KNAG0D03720	KLLA0D02002g	KLTH0H09174g	SAKL0H20966g	NCAS0A01830	Kwal_14.2271
N0.HOG0002300	OG0001841	n0	YGR145W	NDAI0D03780	Smik_6.248	Skud_7.467	TBLA0A08890	Suva_7.435	TPHA0F00520	TDEL0F02720	ZYRO0G09372g	Kpol_1041.35	Ecym_1412	CAGL0E03069g	KAFR0F03630	AFR468W	KNAG0D03740	KLLA0A04653g	KLTH0H09130g	SAKL0H20922g	NCAS0A01850	Kwal_14.2258
N0.HOG0002301	OG0001842	n0	YGR152C	NDAI0D03820	Smik_6.257	Skud_7.476	TBLA0B00370	Suva_7.443	TPHA0K01820	TDEL0F02770	ZYRO0G07018g	Kpol_1026.12	Ecym_1407	CAGL0E03113g	KAFR0F03670	AFR464W	KNAG0D03780	KLLA0C12001g	KLTH0H09042g	SAKL0H20746g	NCAS0A01890	Kwal_14.2244
N0.HOG0002302	OG0001843	n0	YGR155W	NDAI0H00500	Smik_6.260	Skud_7.479	TBLA0E01580	Suva_7.446	TPHA0K01840	TDEL0F02810	ZYRO0G07128g	Kpol_1026.13	Ecym_7341	CAGL0E03157g	KAFR0I01230	AGR012C	KNAG0J02670	KLLA0F09317g	KLTH0D04092g	SAKL0H23364g	NCAS0C05620	Kwal_26.7518
N0.HOG0002303	OG0001844	n0	YGR156W	NDAI0H00480	Smik_6.261	Skud_7.480	TBLA0C04330	Suva_7.447	TPHA0F00470	TDEL0F02860	ZYRO0G07238g	Kpol_1041.39	Ecym_7345	CAGL0E03179g	KAFR0I01240	AGR009C	KNAG0J02680	KLLA0F20526g	KLTH0D04180g	SAKL0H23276g	NCAS0C05640	Kwal_26.7525
N0.HOG0002304	OG0001845	n0	YGR158C	NDAI0D02820	Smik_6.263	Skud_7.482	TBLA0C04350	Suva_7.449	TPHA0K01890	TDEL0F02890	ZYRO0G07282g	Kpol_YGOB_1026.19, Kpol_1026.19	Ecym_6203	CAGL0E03223g	KAFR0F03140	AFR109W	KNAG0D03240	KLLA0F18304g	KLTH0D03960g	SAKL0H23518g	NCAS0A05820	
N0.HOG0002305	OG0001846	n0	YGR159C	NDAI0D02840	Smik_6.264	Skud_7.483	TBLA0C04360	Suva_7.450	TPHA0K01910	TDEL0F02910	ZYRO0G07326g	Kpol_1026.21	Ecym_6201	CAGL0E03245g	KAFR0F03120	AFR107W	KNAG0D03220	KLLA0C11495g	KLTH0D03916g	SAKL0H23562g	NCAS0A05890	Kwal_26.7493
N0.HOG0002306	OG0001847	n0	YGR163W	NDAI0H00420	Smik_6.272	Skud_7.490	TBLA0B09910	Suva_7.455	TPHA0K01960	TDEL0E05630	ZYRO0G22264g	Kpol_1026.27	Ecym_7280	CAGL0E03311g	KAFR0I01290	AGL046C	KNAG0J02720	KLLA0A04708g	KLTH0D03740g	SAKL0H23738g	NCAS0C05700	Kwal_26.7452
N0.HOG0002307	OG0001848	n0	YLR309C	NDAI0D02930	Smik_12.393	Skud_12.393	TBLA0B09970	Suva_10.405	TPHA0K01990	TDEL0E05530	ZYRO0B00484g	Kpol_1026.31	Ecym_8374	CAGL0E03454g	KAFR0F03020	ADL037W	KNAG0I02960	KLLA0C17204g	KLTH0H09438g	SAKL0H24200g	NCAS0A05960	Kwal_14.2326
N0.HOG0002308	OG0001849	n0	YLR312W-A	NDAI0H00380	Smik_12.396	Skud_12.396	TBLA0B10040	Suva_10.408	TPHA0K02040	TDEL0F01570	ZYRO0B00704g	Kpol_1027.2	Ecym_8357	CAGL0E03520g	KAFR0I01350	ADL023W	KNAG0J02770	KLLA0C17402g	KLTH0H08624g	SAKL0H20196g	NCAS0C05730	Kwal_14.2165
N0.HOG0002309	OG0001850	n0	YLR314C	NDAI0H00360	Smik_12.400	Skud_12.399	TBLA0E01550	Suva_10.411	TPHA0K02060	TDEL0F01590	ZYRO0B00770g	Kpol_1027.4	Ecym_6205	CAGL0E03564g	KAFR0I01370	AFR111C	KNAG0J02790	KLLA0D04114g	KLTH0H08514g	SAKL0H20086g	NCAS0C05750	Kwal_14.2144
N0.HOG0002310	OG0001851	n0	YHL023C	NDAI0H00340	Smik_8.18	Skud_8.21	TBLA0E01530	Suva_8.28	TPHA0K02140	TDEL0F01630	ZYRO0B00902g	Kpol_1044.23	Ecym_7288	CAGL0E03608g	KAFR0I01390	AGL039W	KNAG0J02810	KLLA0F18238g	KLTH0E06248g	SAKL0H25344g	NCAS0C05770	Kwal_55.20729
N0.HOG0002311	OG0001852	n0	YHL024W	NDAI0D04810	Smik_8.17	Skud_8.20	TBLA0A08550	Suva_8.27	TPHA0F00350	TDEL0F01640	ZYRO0B00924g	Kpol_478.5	Ecym_7289	CAGL0E03630g	KAFR0F02770	AGL038C	KNAG0I03040	KLLA0F18216g	KLTH0E06226g	SAKL0H25366g	NCAS0A02880	Kwal_55.20718
N0.HOG0002312	OG0001853	n0	YHL027W	NDAI0H00300	Smik_8.14	Skud_8.17	TBLA0A08460	Suva_8.24	TPHA0F00260	TDEL0G01700	ZYRO0G07964g	Kpol_388.8	Ecym_6216	CAGL0E03762g	KAFR0I01440	AFR190C	KNAG0J02850	KLLA0E00793g	KLTH0E05962g	SAKL0H25674g	NCAS0C05820	Kwal_55.20634
N0.HOG0002313	OG0001854	n0	YLL038C	NDAI0H00280	Smik_12.19	Skud_12.30	TBLA0G00650	Suva_10.35	TPHA0F00230	TDEL0G01740	ZYRO0G07876g	Kpol_388.5	Ecym_8407	CAGL0E03806g	KAFR0I01460	ACL061C	KNAG0J02870	KLLA0D03949g	KLTH0E05874g	SAKL0H25762g	NCAS0C05840	Kwal_55.20611
N0.HOG0002314	OG0001855	n0	YHL031C	NDAI0H00240	Smik_8.10	Skud_8.13	TBLA0G00690	Suva_8.20	TPHA0F00200	TDEL0G01800	ZYRO0G07744g	Kpol_388.2	Ecym_8413	CAGL0E03872g	KAFR0I01490	ACL067C	KNAG0J02900	KLLA0E00639g	KLTH0E05698g	SAKL0H25894g	NCAS0C05880	Kwal_55.20578
N0.HOG0002315	OG0001856	n0	YHL032C	NDAI0H00220	Smik_8.9	Skud_8.12	TBLA0E01350	Suva_8.19	TPHA0K02280	TDEL0G01820	ZYRO0G07700g	Kpol_1070.2	Ecym_8415	CAGL0E03916g	KAFR0I01510	ACL069C	KNAG0J02920	KLLA0E00595g	KLTH0E05654g	SAKL0H25938g	NCAS0C05900	Kwal_52.19444
N0.HOG0002316	OG0001857	n0	YLL050C	NDAI0H00160	Smik_12.9	Skud_12.20	TBLA0E01170	Suva_10.21	TPHA0F00150	TDEL0G01890	ZYRO0G07524g	Kpol_1049.22	Ecym_8422	CAGL0E04048g	KAFR0L00180	ADR235W	KNAG0E02970	KLLA0E00463g	KLTH0H16104g	SAKL0H26114g	NCAS0C05960	Kwal_34.15758
N0.HOG0002317	OG0001858	n0	YEL052W	NDAI0C01110	Smik_5.35	Skud_5.37	TBLA0G00890	Suva_5.17	TPHA0J03060	TDEL0A03840	ZYRO0D12386g	Kpol_363.12	Ecym_5470	CAGL0E04114g	KAFR0C05360	AAR132C	KNAG0B03740	KLLA0A01947g	KLTH0G03674g	SAKL0G04642g	NCAS0H02520	Kwal_47.18662
N0.HOG0002318	OG0001859	n0	YEL053C	NDAI0C01100	Smik_5.34	Skud_5.36	TBLA0D01700	Suva_5.16	TPHA0E02000	TDEL0A03850	ZYRO0D12408g	Kpol_286.1	Ecym_5471	CAGL0E04136g	KAFR0C05370	AAR133W	KNAG0B03730	KLLA0A01925g	KLTH0G03652g	SAKL0G04664g	NCAS0H02530	Kwal_47.18669
N0.HOG0002319	OG0001860	n0	YBR070C	NDAI0A05570	Smik_2.203	Skud_2.193	TBLA0I02050	Suva_4.309	TPHA0A03940	TDEL0D03370	ZYRO0G12430g	Kpol_1052.11	Ecym_2667	CAGL0E04180g	KAFR0H01320	AGL202W	KNAG0H01100	KLLA0F18865g	KLTH0C05082g	SAKL0D02838g	NCAS0A10730	Kwal_27.10524
N0.HOG0002320	OG0001861	n0	YML036W	NDAI0C00770	Smik_13.115	Skud_13.115	TBLA0C01940	Suva_13.123	TPHA0K00240	TDEL0A04460	ZYRO0D13904g	Kpol_1023.66	Ecym_4116	CAGL0E04246g	KAFR0C05680	ABR201W	KNAG0B03380	KLLA0C14894g	KLTH0G05016g	SAKL0G06204g	NCAS0H02860	Kwal_47.18360
N0.HOG0002321	OG0001862	n0	YHR008C	NDAI0F01090	Smik_8.65	Skud_8.57	TBLA0E02800	Suva_8.64	TPHA0D02730	TDEL0A04570	ZYRO0C06798g	Kpol_1004.63	Ecym_2799	CAGL0E04356g	KAFR0C05730	ADR160W	KNAG0B03330	KLLA0E03609g	KLTH0G05192g	SAKL0G06380g	NCAS0G00950	Kwal_47.18314
N0.HOG0002322	OG0001863	n0	YHR011W	NDAI0F01060	Smik_8.68	Skud_8.60	TBLA0E02740	Suva_8.67	TPHA0K00150	TDEL0A04640	ZYRO0C06622g	Kpol_1023.59	Ecym_4530	CAGL0E04400g	KAFR0C05760	AFR412C	KNAG0B03300	KLLA0E03433g	KLTH0G05368g	SAKL0G06556g	NCAS0G00920	Kwal_47.18287
N0.HOG0002323	OG0001864	n0	YHR012W	NDAI0F01050	Smik_8.69	Skud_8.61	TBLA0E02730	Suva_8.68	TPHA0K00160	TDEL0A04650	ZYRO0C06600g	Kpol_1023.58	Ecym_4531	CAGL0E04422g	KAFR0C05770	AFR411C	KNAG0B03290	KLLA0E03411g	KLTH0G05390g	SAKL0G06578g	NCAS0G00910	Kwal_YGOB_Anc_5.599
N0.HOG0002324	OG0001865	n0	YHR013C	NDAI0F01040	Smik_8.70	Skud_8.62	TBLA0E02720	Suva_8.69	TPHA0K00170	TDEL0A04660	ZYRO0C06556g	Kpol_1023.57	Ecym_4533	CAGL0E04444g	KAFR0C05780	AFR409W	KNAG0B03280	KLLA0E03367g	KLTH0G05434g	SAKL0G06644g	NCAS0G00900	Kwal_47.18280
N0.HOG0002325	OG0001866	n0	YOR023C	NDAI0F01030	Smik_15.201	Skud_15.189	TBLA0J00720	Suva_8.77	TPHA0D02810	TDEL0A04690	ZYRO0B04730g	Kpol_1018.62	Ecym_5597	CAGL0E04488g	KAFR0C05810	AAR111C	KNAG0B03270	KLLA0E09395g	KLTH0G05500g	SAKL0G06754g	NCAS0G00880	Kwal_47.18263
N0.HOG0002326	OG0001867	n0	YOR021C	NDAI0H01050	Smik_15.199	Skud_15.187	TBLA0J00740	Suva_8.75	TPHA0C00410	TDEL0A04710	ZYRO0A05412g	Kpol_495.8	Ecym_5595	CAGL0E04532g	KAFR0H00670	AAR109C	KNAG0C06120	KLLA0E09351g	KLTH0G05544g	SAKL0G06798g	NCAS0A08120	Kwal_47.18256
N0.HOG0002327	OG0001868	n0	YDR052C	NDAI0A05540	Smik_4.289	Skud_4.305	TBLA0G03250	Suva_2.210	TPHA0M01260	TDEL0D03280	ZYRO0G12606g	Kpol_1065.47	Ecym_2671	CAGL0E04576g	KAFR0H01280	AGL205C	KNAG0H01060	KLLA0F11660g	KLTH0C04862g	SAKL0D02574g	NCAS0A10760	Kwal_27.10452
N0.HOG0002328	OG0001869	n0	YDR058C	NDAI0C00700	Smik_4.294	Skud_4.311	TBLA0A05640	Suva_2.215	TPHA0B04310	TDEL0C06000	ZYRO0F16236g	Kpol_2000.45	Ecym_1122	CAGL0E04708g	KAFR0I01710	AFR650W	KNAG0A07210	KLLA0C02739g	KLTH0F02816g	SAKL0C03212g	NCAS0H02970	Kwal_33.13495
N0.HOG0002329	OG0001870	n0	YDR221W	NDAI0C04900	Smik_4.467	Skud_4.482	TBLA0H00610	Suva_2.388	TPHA0C02100	TDEL0B02050	ZYRO0A09548g	Kpol_529.7	Ecym_4136	CAGL0E04796g	KAFR0E02590	AGR178W	KNAG0A04410	KLLA0F13178g	KLTH0E10054g	SAKL0H12826g	NCAS0B02800	Kwal_27.11568
N0.HOG0002330	OG0001871	n0	YGL143C	NDAI0H03300	Smik_7.129	Skud_7.129	TBLA0B09580	Suva_7.121	TPHA0C04660	TDEL0G02610	ZYRO0A07040g	Kpol_534.13	Ecym_3370	CAGL0E04928g	KAFR0B04760	ADL284C	KNAG0I00720	KLLA0E14807g	KLTH0F09482g	SAKL0E06556g	NCAS0D00690	Kwal_23.3467
N0.HOG0002331	OG0001872	n0	YGL145W	NDAI0H03330	Smik_7.127	Skud_7.127	TBLA0B07020	Suva_7.119	TPHA0C03600	TDEL0G02590	ZYRO0F07854g	Kpol_1043.26	Ecym_3368	CAGL0E04972g	KAFR0B04740	ADL286W	KNAG0I00700	KLLA0E14851g	KLTH0F09438g	SAKL0E06600g	NCAS0D00820	Kwal_23.3460
N0.HOG0002332	OG0001873	n0	YGL148W	NDAI0H03370	Smik_7.124	Skud_7.123	TBLA0B07100	Suva_7.116	TPHA0C03560	TDEL0G02480	ZYRO0A02640g	Kpol_1043.30	Ecym_3367	CAGL0E05016g	KAFR0B04700	ADL287C	KNAG0I00660	KLLA0E09065g	KLTH0F09218g	SAKL0E06842g	NCAS0D00780	Kwal_23.3413
N0.HOG0002333	OG0001874	n0	YGL150C	NDAI0H03390	Smik_7.122	Skud_7.121	TBLA0B07120	Suva_7.114	TPHA0G00920	TDEL0G02470	ZYRO0A02618g	Kpol_534.5	Ecym_3355	CAGL0E05038g	KAFR0B04690	AGR379W	KNAG0I00650	KLLA0E08999g	KLTH0G11132g	SAKL0E06886g	NCAS0D00770	Kwal_27.11388
N0.HOG0002334	OG0001875	n0	YGL151W	NDAI0H03400	Smik_7.121	Skud_7.120	TBLA0B09630	Suva_7.113	TPHA0G00910	TDEL0G02460	ZYRO0A02596g	Kpol_534.4	Ecym_3354	CAGL0E05060g	KAFR0B04680	AGR380C	KNAG0I00640	KLLA0E08977g	KLTH0G11110g	SAKL0E06908g	NCAS0D00760	Kwal_27.11401
N0.HOG0002335	OG0001876	n0	YGL153W	NDAI0H03410	Smik_7.120	Skud_7.119	TBLA0A10610	Suva_7.112	TPHA0G00900	TDEL0G02450	ZYRO0A02574g	Kpol_534.3	Ecym_3353	CAGL0E05082g	KAFR0B04670	AGR381C	KNAG0I00630	KLLA0E08955g	KLTH0G11088g	SAKL0E06930g	NCAS0D00750	Kwal_27.11410
N0.HOG0002336	OG0001877	n0	YGL154C	NDAI0H03420	Smik_7.119	Skud_7.118	TBLA0B07130	Suva_7.111	TPHA0C03550	TDEL0G02440	ZYRO0A02552g	Kpol_1043.31	Ecym_3352	CAGL0E05104g	KAFR0B04660	AGR382W	KNAG0I00620	KLLA0E08933g	KLTH0G11066g	SAKL0E06952g	NCAS0D00740	Kwal_27.11416
